max_displacement,acceptance_ratio,sampled_frames
0.05,0.5715277777777777,10
0.1,0.44305555555555554,10
0.15000000000000002,0.3333333333333333,10
0.2,0.2387152777777778,10
0.25,0.175,10
0.3,0.14722222222222223,10
0.35000000000000003,0.12309027777777778,10
0.4,0.09444444444444444,10
0.45,0.07326388888888889,10
