k,s_k
0.1,0.7920379016021672
0.2,0.8194418217523384
0.30000000000000004,0.8575097725043614
0.4,0.8969910801955352
0.5,0.9286415132342314
0.6,0.9456841350067487
0.7000000000000001,0.9455866744983225
0.8,0.9306823639609109
0.9,0.9074805727360848
1.0,0.8848704121355919
1.1,0.8717157881735106
1.2000000000000002,0.8744939817118464
1.3000000000000003,0.8956026255132583
1.4000000000000001,0.9327639865250325
1.5000000000000002,0.9796493893601897
1.6,1.0275179443873235
1.7000000000000002,1.0674034095466751
1.8000000000000003,1.0922596932485085
1.9000000000000001,1.098517045246153
2.0,1.086688096473916
2.1,1.0609365429044992
2.2,1.0278010587123219
2.3000000000000003,0.9944751172307754
2.4000000000000004,0.9671265317003573
2.5000000000000004,0.9496840244015294
2.6,0.943348063234703
2.7,0.9468565863064669
2.8000000000000003,0.9573226629460796
2.9000000000000004,0.9713216478361879
3.0000000000000004,0.9858749198093498
3.1,0.9990558527370937
3.2,1.010098339304105
3.3000000000000003,1.019065039302153
3.4000000000000004,1.0262742280557289
3.5000000000000004,1.0317478074631432
3.6,1.0349128804311507
3.7,1.034680184041444
3.8000000000000003,1.0298742912176329
3.9000000000000004,1.019853792254961
4.0,1.0050804060809653
4.1,0.9874002965060037
4.2,0.9698874712069308
4.3,0.9562401609428546
4.3999999999999995,0.9498712730931081
4.5,0.9529451653645048
4.6,0.9656489676132373
4.7,0.9859345793484812
4.8,1.009841422780393
4.9,1.0323467559160553
5.0,1.0485379096556595
5.1,1.0548041233478247
5.2,1.0497331671343846
5.3,1.0344734498980164
5.4,1.0124641938028922
5.5,0.9886041790658776
5.6,0.9680764910270186
5.7,0.955132519411555
5.8,0.9521411861844213
5.9,0.959130808603774
6.0,0.9739153498594691
6.1,0.992743016928779
6.2,1.0112753889104504
6.3,1.0256329757147018
6.4,1.033244279030047
6.5,1.0333050755344508
6.6,1.026769496251489
6.7,1.015920589631011
6.8,1.0036709126399845
6.9,0.9927977730516037
7.0,0.9853128763993654
7.1,0.9821090668430404
7.2,0.9829379832037728
7.3,0.9866789707161623
7.4,0.9917873312967725
7.5,0.996776390703425
7.6,1.0005978942625273
7.7,1.0028312952792802
7.8,1.0036577577428551
7.9,1.0036588072397854
8.0,1.0035247222849661
8.1,1.0037734191363201
8.2,1.0045656367000795
8.3,1.0056642693277207
8.4,1.0065379261450798
8.5,1.0065657063170386
8.6,1.0052733738199935
8.7,1.0025264372858584
8.8,0.9986222487242576
8.9,0.9942546260583873
9.0,0.9903609412226823
9.1,0.9878930943616155
9.2,0.9875726669947449
9.3,0.9896931483911324
9.4,0.9940191510109817
9.5,0.9998082604788252
9.6,1.0059520019447599
9.700000000000001,1.011205154014038
9.8,1.014453038618183
9.9,1.0149581396891592
10.0,1.0125316589067872
10.1,1.00759119346031
10.200000000000001,1.0010893951316004
10.3,0.9943256099816491
10.4,0.9886777982787263
10.5,0.9853103497668105
10.6,0.9849206495292472
10.700000000000001,0.9875812448533933
10.8,0.9927156334551869
10.9,0.9992173022754363
11.0,1.005689451428835
11.1,1.0107540628470975
11.200000000000001,1.0133607225813754
11.3,1.013023057263841
11.4,1.0099254911641178
11.5,1.0048726619537507
11.6,0.9990916140483308
11.700000000000001,0.9939335781519998
11.8,0.9905481961251186
11.9,0.989611191672331
12.0,0.9911738776107512
12.1,0.9946721634369939
12.200000000000001,0.9990915505388297
12.3,1.0032437779592753
12.4,1.0060813528525872
12.5,1.0069663644950064
12.6,1.0058226971818447
12.700000000000001,1.0031327715147602
12.8,0.9997825704237561
12.9,0.9968001895520884
13.0,0.9950619541206905
13.1,0.9950482289181816
13.200000000000001,0.9967161932977424
13.3,0.9995233165061884
13.4,1.0025925877231863
13.5,1.004970823252511
13.6,1.0059057784375554
13.700000000000001,1.0050634242845036
13.8,1.0026246042855083
13.9,0.9992350397739124
14.0,0.9958242489596661
14.1,0.9933455385367647
14.200000000000001,0.9925105833902961
14.3,0.9935924952963084
14.4,0.9963510038012721
14.5,1.000098562863814
14.6,1.0038869315790595
14.700000000000001,1.0067611229708846
14.8,1.0080104745851124
14.9,1.007349264779012
15.0,1.0049804112104213
15.1,1.00152889262919
15.200000000000001,0.9978670930219452
15.3,0.99488243580157
15.4,0.9932510602792106
15.5,0.993276889685952
15.6,0.9948352632803097
15.700000000000001,0.9974305837545204
15.8,1.0003466801750631
15.9,1.0028451502820013
16.0,1.0043567281583359
16.1,1.0046157230192065
16.200000000000003,1.0037055790825447
16.3,1.0020090489334212
16.400000000000002,1.0000821438984793
16.500000000000004,0.9984901068223734
16.6,0.9976515052808018
16.700000000000003,0.9977317814310959
16.8,0.9986122249370345
16.900000000000002,0.9999389942206699
17.000000000000004,1.0012353801044676
17.1,1.0020445159206854
17.200000000000003,1.0020629924800304
17.3,1.0012295775231355
17.400000000000002,0.9997460190920372
17.500000000000004,0.9980251283916225
17.6,0.9965802457827518
17.700000000000003,0.9958851101106155
17.8,0.9962405531614251
17.900000000000002,0.9976827213130572
18.000000000000004,0.9999572747404268
18.1,1.0025677945642946
18.200000000000003,1.0048883388933105
18.3,1.0063140624385412
18.400000000000002,1.0064138483481064
18.500000000000004,1.0050474150278794
18.6,1.002416850780153
18.700000000000003,0.9990374267120965
18.8,0.9956315161997831
18.900000000000002,0.9929681250812111
19.000000000000004,0.9916844459140082
19.1,0.992131485978242
19.200000000000003,0.994281511947532
19.300000000000004,0.9977214638746496
19.400000000000002,1.0017365680958872
19.500000000000004,1.0054667597961005
19.6,1.0081004696604083
19.700000000000003,1.0090604262700604
19.800000000000004,1.008137104102344
19.900000000000002,1.0055373861551553
20.000000000000004,1.0018362064221036
20.1,0.99784249086116
20.200000000000003,0.994411726880064
20.300000000000004,0.9922505758338768
20.400000000000002,0.9917606646947132
20.500000000000004,0.9929585245197109
20.6,0.9954891678744975
20.700000000000003,0.9987270714834385
20.800000000000004,1.0019365578646717
20.900000000000002,1.0044494375717863
21.000000000000004,1.0058149066055613
21.1,1.005885661620578
21.200000000000003,1.004822361546802
21.300000000000004,1.0030208232400748
21.400000000000002,1.0009865476886946
21.500000000000004,0.9991938688613942
21.6,0.9979689346131584
21.700000000000003,0.9974266881652183
21.800000000000004,0.9974749271236846
21.900000000000002,0.9978784925092794
22.000000000000004,0.9983595112313195
22.1,0.9987002367404327
22.200000000000003,0.9988159048842037
22.300000000000004,0.9987756106327677
22.400000000000002,0.9987661541949836
22.500000000000004,0.9990119375685267
22.6,0.999677881731752
22.700000000000003,1.000787869092636
22.800000000000004,1.0021867893998717
22.900000000000002,1.0035612191563756
23.000000000000004,1.0045159585348356
23.1,1.0046863291785593
23.200000000000003,1.0038543954559034
23.300000000000004,1.002034590770859
23.400000000000002,0.9995014912597567
23.500000000000004,0.9967477344547019
23.6,0.9943791268313606
23.700000000000003,0.9929715594374305
23.800000000000004,0.9929256063092818
23.900000000000002,0.9943565105159237
24.000000000000004,0.9970491278920589
24.1,1.0004914302990255
24.200000000000003,1.0039805519197353
24.300000000000004,1.0067771779341763
24.400000000000002,1.008271955853607
24.500000000000004,1.0081245439507869
24.6,1.006342525797454
24.700000000000003,1.0032818999121016
24.800000000000004,0.9995694868775015
24.900000000000002,0.9959657727098503
25.000000000000004,0.993200092159356
