k,s_k
23.200000000000003,0.9779373034110045
23.300000000000004,0.9745631268573088
23.400000000000002,0.9715108320401197
23.500000000000004,0.968612770482806
23.6,0.9657160546021764
23.700000000000003,0.9627044445964807
23.800000000000004,0.9595155964956997
23.900000000000002,0.9561515885635329
24.000000000000004,0.9526814617960836
24.1,0.9492354808402484
24.200000000000003,0.945991822605702
24.300000000000004,0.9431573067742591
24.400000000000002,0.9409444841049408
24.500000000000004,0.9395478108446815
24.6,0.9391217140558981
24.700000000000003,0.9397630893087557
24.800000000000004,0.9415002073492524
24.900000000000002,0.9442892150419605
25.000000000000004,0.9480184994268996
