r,g_r,pair_counts,shell_volume,coordination_number
3.2625,0.0,0.0,3.343898130511638,1.4999999999999998
3.2875000000000005,0.0,0.0,3.3953417102141152,1.4999999999999998
3.3125,0.0,0.0,3.4471779889983116,1.4999999999999998
3.3375000000000004,0.0,0.0,3.499406966864287,1.4999999999999998
3.3625,0.0,0.0,3.5520286438118918,1.4999999999999998
3.3875,0.0,0.0,3.6050430198412755,1.4999999999999998
3.4125000000000005,0.0,0.0,3.658450094952259,1.4999999999999998
3.4375,0.0,0.0,3.7122498691449923,1.4999999999999998
3.4625000000000004,0.0,0.0,3.7664423424193845,1.4999999999999998
3.4875,0.0,0.0,3.821027514775526,1.4999999999999998
3.5125,0.0,0.0,3.8760053862134165,1.4999999999999998
3.5375000000000005,0.0,0.0,3.9313759567328477,1.4999999999999998
3.5625,0.0,0.0,3.987139226334087,1.4999999999999998
3.5875000000000004,0.0,0.0,4.043295195017016,1.4999999999999998
3.6125,0.0,0.0,4.099843862781605,1.4999999999999998
3.6375,0.0,0.0,4.156785229628002,1.4999999999999998
3.6625000000000005,0.0,0.0,4.21411929555594,1.4999999999999998
3.6875,0.0,0.0,4.2718460605656565,1.4999999999999998
3.7125000000000004,0.0,0.0,4.329965524657062,1.4999999999999998
3.7375,0.0,0.0,4.388477687830187,1.4999999999999998
3.7625,0.0,0.0,4.447382550085061,1.4999999999999998
3.7875000000000005,0.0,0.0,4.506680111421506,1.4999999999999998
3.8125,0.0,0.0,4.5663703718396995,1.4999999999999998
3.8375000000000004,0.0,0.0,4.626453331339582,1.4999999999999998
3.8625,0.0,0.0,4.686928989921214,1.4999999999999998
3.8875,0.0,0.0,4.747797347584595,1.4999999999999998
3.9125000000000005,0.0,0.0,4.809058404329516,1.4999999999999998
3.9375,25.340970143596728,4.0,4.870712160156186,1.9999999999999998
3.9625000000000004,0.0,0.0,4.932758615064606,1.9999999999999998
3.9875,0.0,0.0,4.995197769054715,1.9999999999999998
